STA,NET,DIST,STA_LAT,STA_LON,EQ_LAT,EQ_LON,EQ_DEP,EQ_MAG,ORIG_TIME,AZ,BAZ,PHASE,DT,PREM,AMP,POLARITY,POLARITY_COFLAG,ONSET,ENDSET,SNR_AVE,SNR_PEAK_TROUGH,SNR_PEAK,MISFIT_SIG,MISFIT_PRE,MISFIT_POST,MISFIT_PRE2T,MISFIT_POST2T,TSTAR_FACTOR,STRETCH_FACTOR,CCC_SEW,CCC_GEW,RECORD_GAU,EW_GAU,GAU_MISFIT,WEIGHT,TRAFFIC_IN_NOISE,ONE_PERIOD,PERIOD_FLAG
PAS,CI,       66.16600,       34.14800,     -118.17100,      -13.33900,      -69.44600,      596.00000,        6.90000,19940110155350.76172,      317.01800,      126.85200,SSSm,       -1.20000,     4393.97000,        0.00000,       -0.52000,0,        0.70000,       13.30000,        4.04000,        0.00000,        0.00000,        0.09000,        0.12000,        0.48000,        0.18000,        0.19000,        6.08000,        1.29000,        0.95000,        0.99000,       29.21000,       20.70000,        0.28000,        0.16000,0,       32.80000,0
ATD,G,      114.00800,       11.53000,       42.84700,      -13.33900,      -69.44600,      596.00000,        6.90000,19940110155350.76172,       83.19600,      260.46000,SSSm,        6.20000,     3955.33000,        0.00000,        0.68000,0,        7.90000,       19.50000,        3.15000,        0.00000,        0.00000,        0.10000,        0.22000,        0.73000,        0.11000,        0.37000,        3.69000,        1.22000,        0.95000,        0.96000,       26.61000,       20.70000,        0.16000,        0.13000,1,       30.00000,0
GSC,CI,       65.97700,       35.30200,     -116.80600,      -13.33900,      -69.44600,      596.00000,        6.90000,19940110155350.76172,      318.76600,      128.33500,SSSm,       -1.10000,     4395.53000,        0.00000,       -0.51000,0,        0.60000,       12.40000,        1.48000,        0.00000,        0.00000,        0.10000,        0.15000,        0.69000,        0.41000,        0.20000,        4.17000,        1.18000,        0.96000,        0.97000,       27.11000,       20.70000,        0.18000,        0.05000,0,       30.20000,0
MIN,BK,       72.04800,       40.34600,     -121.60700,      -13.33900,      -69.44600,      596.00000,        6.90000,19940110155350.76172,      320.59600,      126.05600,ScSScSScS,       -0.30000,     2829.09000,        0.00000,       -0.62000,0,        1.30000,       11.70000,        2.55000,        0.00000,        0.00000,        0.06000,        0.19000,        0.32000,        0.22000,        0.69000,        0.99000,        1.04000,        0.98000,        0.98000,       23.99000,       20.70000,        0.05000,        0.28000,0,       27.00000,0
SYO,PS,       84.28300,      -69.00700,       39.58500,      -13.33900,      -69.44600,      596.00000,        6.90000,19940110155350.76172,      159.97400,      247.66500,ScSScSScS,       -7.90000,     2880.36000,        0.00000,        0.48000,0,       -6.40000,        3.60000,        1.94000,        0.00000,        0.00000,        0.03000,        0.11000,        0.15000,        0.36000,        0.03000,        0.04000,        1.01000,        1.00000,        1.00000,       23.16000,       20.70000,        0.01000,        0.06000,0,       26.00000,0
SYO,PS,       84.28300,      -69.00700,       39.58500,      -13.33900,      -69.44600,      596.00000,        6.90000,19940110155350.76172,      159.97400,      247.66500,ScSScSScSScS,       -7.50000,     3768.24000,        0.00000,        0.48000,0,       -5.90000,        5.30000,        1.74000,        0.00000,        0.00000,        0.03000,        0.20000,        0.48000,        0.36000,        0.25000,        2.74000,        1.14000,        0.99000,        0.99000,       25.64000,       20.70000,        0.12000,        0.10000,0,       28.80000,0
TRIB,BL,       54.32300,      -20.67200,      -51.32600,       15.99400,      -92.42800,      164.20000,        6.90000,19940314205137.00000,      130.70700,      308.83500,SSSm,        0.80000,     4571.86000,        0.00000,       -0.94000,0,        1.90000,       17.90000,        7.27000,        0.00000,        0.00000,        0.11000,        0.35000,        0.22000,        0.07000,        0.37000,        9.45000,        1.62000,        0.89000,        0.99000,       36.95000,       24.60000,        0.53000,        0.12000,0,       36.80000,0
PPDB,BL,       55.18700,      -22.03300,      -51.31400,       15.99400,      -92.42800,      164.20000,        6.90000,19940314205137.00000,      131.98200,      309.56600,SSSm,       -8.30000,     4564.53000,        0.00000,       -0.95000,0,       -5.10000,       16.50000,        5.15000,        0.00000,        0.00000,        0.09000,        0.29000,        0.30000,        0.21000,       -0.00000,       18.13000,        2.69000,        0.73000,        0.95000,       49.87000,       24.60000,        1.06000,        0.23000,0,       36.80000,0
CACB,BL,       58.33700,      -21.68000,      -46.73300,       15.99400,      -92.42800,      164.20000,        6.90000,19940314205137.00000,      128.53500,      305.97900,SSSm,       -6.40000,     4538.01000,        0.00000,       -0.93000,0,       -3.20000,       18.40000,        1.35000,        0.00000,        0.00000,        0.16000,        0.25000,        0.25000,        0.46000,       -0.00000,       18.13000,        2.58000,        0.77000,        0.97000,       49.87000,       24.60000,        1.06000,        0.05000,0,       36.80000,0
FRMB,BL,       58.48500,      -20.48800,      -45.63900,       15.99400,      -92.42800,      164.20000,        6.90000,19940314205137.00000,      126.70500,      304.62900,SSSm,       -7.70000,     4536.83000,        0.00000,       -0.92000,0,       -4.50000,       17.10000,        2.99000,        0.00000,        0.00000,        0.20000,        0.22000,        0.22000,        0.38000,       -0.00000,       18.13000,        2.54000,        0.70000,        0.98000,       49.87000,       24.60000,        1.06000,        0.05000,0,       36.80000,0
CDCB,BL,       59.05900,      -20.23600,      -44.71800,       15.99400,      -92.42800,      164.20000,        6.90000,19940314205137.00000,      125.89500,      303.89100,SSSm,       -4.30000,     4531.99000,        0.00000,       -0.91000,0,       -4.00000,       15.60000,        4.42000,        0.00000,        0.00000,        0.14000,        0.19000,        0.30000,        0.18000,        0.41000,       15.21000,        2.14000,        0.82000,        0.96000,       45.35000,       24.60000,        0.87000,        0.11000,0,       36.80000,0
TRIB,BL,       54.32300,      -20.67200,      -51.32600,       15.99400,      -92.42800,      164.20000,        6.90000,19940314205137.00000,      130.70700,      308.83500,ScSScSScS,       -6.30000,     2848.79000,        0.00000,       -0.89000,0,       -4.80000,        9.00000,        2.69000,        0.00000,        0.00000,        0.04000,        0.29000,        0.20000,        0.16000,        0.39000,        5.79000,        1.36000,        0.95000,        0.99000,       31.90000,       24.60000,        0.32000,        0.35000,0,       35.60000,0
RIFB,BL,       56.81800,      -20.07400,      -47.50200,       15.99400,      -92.42800,      164.20000,        6.90000,19940314205137.00000,      127.49900,      305.69600,ScSScSScS,       -3.20000,     2856.64000,        0.00000,       -0.88000,0,       -1.70000,       12.30000,        2.73000,        0.00000,        0.00000,        0.02000,        0.16000,        0.26000,        0.15000,        0.57000,        6.30000,        1.38000,        0.95000,        1.00000,       32.60000,       24.60000,        0.35000,        0.62000,0,       35.80000,0
FRMB,BL,       58.48500,      -20.48800,      -45.63900,       15.99400,      -92.42800,      164.20000,        6.90000,19940314205137.00000,      126.70500,      304.62900,ScSScSScS,       -6.60000,     2862.08000,        0.00000,       -0.87000,0,       -5.10000,        8.50000,        3.54000,        0.00000,        0.00000,        0.03000,        0.14000,        0.22000,        0.23000,        0.80000,        5.39000,        1.33000,        0.96000,        1.00000,       31.38000,       24.60000,        0.30000,        0.64000,0,       34.80000,0
BFO,GR,       85.25200,       48.33100,        8.33000,       15.99400,      -92.42800,      164.20000,        6.90000,19940314205137.00000,       41.13300,      288.46700,ScSScSScS,      -13.20000,     2966.97000,        0.00000,        0.23000,0,      -11.60000,       -0.60000,        2.83000,        0.00000,        0.00000,        0.09000,        0.10000,        0.50000,        0.13000,        0.21000,        0.63000,        1.05000,        0.98000,        0.98000,       25.27000,       24.60000,        0.04000,        0.15000,0,       28.00000,0
GRB1,GR,       86.96100,       49.39100,       11.65200,       15.99400,      -92.42800,      164.20000,        6.90000,19940314205137.00000,       39.39200,      290.84400,ScSScSScS,        2.10000,     2974.81000,        0.00000,        0.26000,0,        3.90000,       16.10000,        2.75000,        0.00000,        0.00000,        0.03000,        0.02000,        0.30000,        0.12000,        0.32000,        2.94000,        1.18000,        0.96000,        1.00000,       28.20000,       24.60000,        0.17000,        0.63000,0,       31.00000,0
OGS,PS,      111.91900,       27.05700,      142.20300,       15.99400,      -92.42800,      164.20000,        6.90000,19940314205137.00000,      308.37000,       57.77200,ScSScSScS,      -11.30000,     3103.62000,        0.00000,        0.71000,0,       -9.70000,        3.70000,        2.96000,        0.00000,        0.00000,        0.11000,        0.15000,        0.14000,        0.17000,        0.23000,        5.09000,        1.35000,        0.95000,        0.96000,       30.97000,       24.60000,        0.28000,        0.20000,0,       34.60000,0
FURB,BL,       58.10300,      -20.67800,      -46.27800,       15.99400,      -92.42800,      164.20000,        6.90000,19940314205137.00000,      127.29000,      305.16000,ScSScSScS,       -2.30000,     2860.82000,        0.00000,       -0.87000,0,       -0.70000,       12.50000,        2.52000,        0.00000,        0.00000,        0.04000,        0.36000,        0.26000,        0.42000,        0.32000,        4.78000,        1.32000,        0.95000,        0.98000,       30.56000,       24.60000,        0.26000,        0.05000,0,       33.60000,0
CDCB,BL,       59.05900,      -20.23600,      -44.71800,       15.99400,      -92.42800,      164.20000,        6.90000,19940314205137.00000,      125.89500,      303.89100,ScSScSScS,       -2.70000,     2863.97000,        0.00000,       -0.87000,0,       -0.70000,       12.10000,        4.27000,        0.00000,        0.00000,        0.03000,        0.31000,        0.58000,        0.20000,        0.70000,        4.14000,        1.25000,        0.96000,        0.99000,       29.73000,       24.60000,        0.23000,        0.35000,0,       33.00000,0
CACB,BL,       58.33700,      -21.68000,      -46.73300,       15.99400,      -92.42800,      164.20000,        6.90000,19940314205137.00000,      128.53500,      305.97900,ScSScSScSScS,       -0.80000,     3773.26000,        0.00000,       -0.87000,0,        0.30000,       15.90000,        4.66000,        0.00000,        0.00000,        0.11000,        0.49000,        0.60000,        0.23000,        0.99000,        8.70000,        1.57000,        0.90000,        0.96000,       35.91000,       24.60000,        0.48000,        0.05000,0,       36.80000,0
FRMB,BL,       58.48500,      -20.48800,      -45.63900,       15.99400,      -92.42800,      164.20000,        6.90000,19940314205137.00000,      126.70500,      304.62900,ScSScSScSScS,       -5.00000,     3773.61000,        0.00000,       -0.86000,0,       -4.10000,       12.90000,        3.46000,        0.00000,        0.00000,        0.13000,        0.62000,        0.81000,        0.15000,        1.29000,       11.25000,        1.76000,        0.88000,        0.98000,       39.50000,       24.60000,        0.63000,        0.00000,0,       36.80000,0
A415,XZ,       84.81000,       44.41700,     -121.28500,      -22.05700,     -179.53300,      579.80000,        6.50000,19940331224051.87109,       37.71800,      232.40300,SSSm,        4.40000,     4234.78000,        0.00000,        0.91000,0,        4.50000,       24.90000,        2.67000,        0.00000,        0.00000,        0.16000,        0.19000,        0.44000,       -0.00000,       -0.00000,       20.90000,        3.16000,        0.76000,        0.94000,       47.17000,       20.40000,        1.38000,        0.05000,0,       36.80000,0
A425,XZ,       84.86500,       44.41100,     -121.18200,      -22.05700,     -179.53300,      579.80000,        6.50000,19940331224051.87109,       37.76700,      232.47800,SSSm,        6.40000,     4234.29000,        0.00000,        0.91000,0,        8.10000,       20.10000,        1.70000,        0.00000,        0.00000,        0.11000,        0.37000,        0.43000,        0.24000,        1.27000,        6.42000,        1.38000,        0.92000,        0.96000,       27.52000,       20.40000,        0.39000,        0.05000,0,       31.20000,0
A435,XZ,       84.92700,       44.41800,     -121.08000,      -22.05700,     -179.53300,      579.80000,        6.50000,19940331224051.87109,       37.80700,      232.55300,SSSm,        3.40000,     4235.77000,        0.00000,        0.91000,0,        4.40000,       20.60000,        5.85000,        0.00000,        0.00000,        0.07000,        0.08000,        0.54000,        0.07000,        0.66000,       12.39000,        2.15000,        0.79000,        0.99000,       37.46000,       20.40000,        0.89000,        0.71000,0,       36.80000,0
A505,XZ,       85.33600,       44.42400,     -120.37000,      -22.05700,     -179.53300,      579.80000,        6.50000,19940331224051.87109,       38.11000,      233.07500,SSSm,        5.10000,     4230.10000,        0.00000,        0.90000,0,        5.40000,       25.40000,        4.97000,        0.00000,        0.00000,        0.25000,        0.13000,        0.55000,       -0.00000,       -0.00000,       20.62000,        2.89000,        0.89000,        0.90000,       46.52000,       20.40000,        1.35000,        0.05000,0,       36.80000,0
BJI,CD,       85.96700,       40.04000,      116.17500,      -22.05700,     -179.53300,      579.80000,        6.50000,19940331224051.87109,      316.09000,      123.02700,ScSScSScS,       -1.80000,     2895.73000,        0.00000,        0.38000,0,       -0.40000,        8.80000,        4.29000,        0.00000,        0.00000,        0.10000,        0.17000,        0.16000,        0.19000,        0.19000,        1.52000,        1.12000,        0.98000,        0.97000,       21.41000,       20.40000,        0.08000,        0.39000,0,       23.60000,0
A425,XZ,       84.86500,       44.41100,     -121.18200,      -22.05700,     -179.53300,      579.80000,        6.50000,19940331224051.87109,       37.76700,      232.47800,ScSScSScS,        2.20000,     2889.36000,        0.00000,        0.93000,0,        4.10000,       17.10000,        4.86000,        0.00000,        0.00000,        0.13000,        0.46000,        0.28000,        0.13000,        0.76000,        8.10000,        1.89000,        0.88000,        0.87000,       29.99000,       20.40000,        0.51000,        0.05000,0,       33.80000,0
A435,XZ,       84.92700,       44.41800,     -121.08000,      -22.05700,     -179.53300,      579.80000,        6.50000,19940331224051.87109,       37.80700,      232.55300,ScSScSScS,        1.40000,     2891.02000,        0.00000,        0.93000,0,        2.40000,       18.60000,        3.76000,        0.00000,        0.00000,        0.16000,        0.32000,        0.29000,        0.11000,        0.61000,       12.39000,        2.48000,        0.70000,        0.94000,       37.46000,       20.40000,        0.89000,        0.05000,0,       36.80000,0
ALE,II,      110.54100,       82.50300,      -62.35000,      -28.29900,      -63.25200,      561.50000,        6.90000,19940429071129.28125,        0.12200,      180.82100,SSSSm,       10.00000,     4427.06000,        0.00000,       -0.60000,0,       11.60000,       22.60000,        2.57000,        0.00000,        0.00000,        0.04000,        0.12000,        0.06000,        0.17000,        0.06000,        4.37000,        1.32000,        0.95000,        0.99000,       25.29000,       22.40000,        0.32000,        0.60000,0,       28.00000,0
GSC,CI,       80.93700,       35.30200,     -116.80600,      -28.29900,      -63.25200,      561.50000,        6.90000,19940429071129.28125,      318.19900,      134.03300,SSSm,       -5.10000,     4273.41000,        0.00000,       -0.78000,0,       -4.50000,       13.30000,        2.27000,        0.00000,        0.00000,        0.05000,        0.26000,        0.27000,        0.17000,        0.12000,       13.85000,        2.24000,        0.78000,        0.99000,       41.05000,       22.40000,        1.15000,        0.39000,0,       36.80000,0
ISA,CI,       82.17200,       35.66300,     -118.47400,      -28.29900,      -63.25200,      561.50000,        6.90000,19940429071129.28125,      317.51500,      132.96800,ScSScSScS,        0.10000,     2881.47000,        0.00000,       -0.76000,0,        2.00000,       14.60000,        3.00000,        0.00000,        0.00000,        0.11000,        0.23000,        0.34000,        0.20000,        0.18000,        6.59000,        1.56000,        0.89000,        0.97000,       29.17000,       22.40000,        0.53000,        0.17000,0,       32.80000,0
BKS,BK,       85.89600,       37.87600,     -122.23600,      -28.29900,      -63.25200,      561.50000,        6.90000,19940429071129.28125,      317.14500,      130.68700,ScSScSScS,       -0.50000,     2898.47000,        0.00000,       -0.75000,0,        0.90000,       10.30000,        2.52000,        0.00000,        0.00000,        0.02000,        0.10000,        0.33000,        0.24000,        0.36000,        1.84000,        1.13000,        0.98000,        1.00000,       21.46000,       22.40000,        0.12000,        0.38000,0,       24.20000,0
GSC,CI,       81.24700,       35.30200,     -116.80600,      -28.50100,      -63.09600,      600.50000,        6.90000,19940510063628.60938,      318.11000,      134.07400,SSSm,       -3.50000,     4263.65000,        0.00000,       -0.73000,0,       -1.90000,       11.70000,        3.70000,        0.00000,        0.00000,        0.10000,        0.19000,        0.25000,        0.14000,        0.47000,        9.72000,        1.63000,        0.90000,        0.98000,       31.49000,       20.40000,        0.62000,        0.42000,0,       35.40000,0
ORV,BK,       86.87100,       39.55400,     -121.50000,      -28.50100,      -63.09600,      600.50000,        6.90000,19940510063628.60938,      318.69800,      131.29000,SSSm,       -6.10000,     4213.79000,        0.00000,       -0.73000,0,       -4.50000,        9.10000,        3.64000,        0.00000,        0.00000,        0.04000,        0.16000,        0.59000,        0.09000,        0.23000,        9.77000,        1.66000,        0.89000,        0.99000,       31.59000,       20.40000,        0.62000,        0.63000,0,       35.40000,0
WDC,BK,       88.14600,       40.58000,     -122.54100,      -28.50100,      -63.09600,      600.50000,        6.90000,19940510063628.60938,      318.94800,      130.63400,SSSm,       -2.40000,     4202.30000,        0.00000,       -0.73000,0,       -0.80000,        9.80000,        3.82000,        0.00000,        0.00000,        0.01000,        0.10000,        0.45000,        0.25000,        0.23000,        4.52000,        1.28000,        0.96000,        1.00000,       24.52000,       20.40000,        0.26000,        0.60000,0,       27.20000,0
SYO,PS,       68.05800,      -69.00700,       39.58500,      -28.50100,      -63.09600,      600.50000,        6.90000,19940510063628.60938,      157.72000,      247.81500,SSSm,       -8.10000,     4380.98000,        0.00000,        0.94000,0,       -6.60000,        7.40000,        4.00000,        0.00000,        0.00000,        0.07000,        0.32000,        0.19000,        0.13000,        0.34000,       10.49000,        1.83000,        0.89000,        0.95000,       32.62000,       20.40000,        0.67000,        0.17000,0,       36.40000,0
PAS,CI,       81.26900,       34.14800,     -118.17100,      -28.50100,      -63.09600,      600.50000,        6.90000,19940510063628.60938,      316.48200,      133.05200,SSSm,       -3.60000,     4263.53000,        0.00000,       -0.73000,0,       -3.10000,       15.90000,        4.46000,        0.00000,        0.00000,        0.07000,        0.28000,        0.44000,        0.12000,        0.62000,       18.25000,        2.94000,        0.73000,        0.97000,       44.16000,       20.40000,        1.26000,        0.35000,0,       36.80000,0
ISA,CI,       82.48300,       35.66300,     -118.47400,      -28.50100,      -63.09600,      600.50000,        6.90000,19940510063628.60938,      317.42600,      133.01300,SSSm,       -4.50000,     4252.85000,        0.00000,       -0.73000,0,       -3.80000,       13.60000,        5.96000,        0.00000,        0.00000,        0.05000,        0.17000,        0.27000,        0.09000,        0.38000,       15.69000,        2.69000,        0.79000,        0.99000,       40.40000,       20.40000,        1.07000,        1.00000,0,       36.80000,0
SBC,CI,       82.40800,       34.44100,     -119.71500,      -28.50100,      -63.09600,      600.50000,        6.90000,19940510063628.60938,      315.82600,      132.09300,ScSScSScS,        0.80000,     2873.64000,        0.00000,       -0.82000,0,        2.40000,       13.00000,        2.71000,        0.00000,        0.00000,        0.06000,        0.11000,        0.22000,        0.09000,        0.14000,        4.37000,        1.22000,        0.96000,        0.98000,       24.34000,       20.40000,        0.25000,        0.54000,0,       27.20000,0
ALPN,XF,       79.53100,       32.87100,     -116.74900,      -28.50100,      -63.09600,      600.50000,        6.90000,19940510063628.60938,      316.37200,      133.81500,ScSScSScS,        0.20000,     2861.31000,     6711.41602,       -0.83000,0,        3.30000,       24.10000,        3.13000,        0.00000,        0.00000,        0.08000,        0.19000,        0.14000,        0.36000,       -0.00000,       20.90000,        3.34000,        0.72000,        0.99000,       48.16000,       20.40000,        1.47000,        0.09000,0,        1.20000,1
KEV,IU,      116.43700,       69.75700,       27.00300,      -28.50100,      -63.09600,      600.50000,        6.90000,19940510063628.60938,       22.87400,      259.38700,ScSScSScS,       -3.20000,     3050.51000,        0.00000,       -0.70000,0,       -2.10000,        5.50000,        1.33000,        0.00000,        0.00000,        0.10000,        0.09000,        0.46000,        0.24000,        0.95000,        0.89000,        0.88000,        0.98000,        0.97000,       17.27000,       20.40000,       -0.11000,        0.05000,0,       20.20000,0
DPC,CZ,       88.77200,       50.35800,       16.41100,        4.10400,      -76.62200,       73.50000,        6.40000,19950208184025.92969,       39.77600,      274.93600,SSSm,       -0.20000,     4297.98000,        0.00000,        0.72000,0,        1.30000,       15.10000,        2.68000,        0.00000,        0.00000,        0.09000,        0.08000,        0.39000,        0.09000,        0.74000,        5.64000,        1.50000,        0.93000,        0.96000,       31.85000,       21.00000,        0.40000,        0.29000,0,       35.20000,0
ULN,IU,       87.07900,       47.86500,      107.05300,      -19.54400,      169.28700,      139.40000,        6.60000,19950629122402.91016,      323.38200,      123.31200,SSSm,        7.40000,     4298.99000,        0.00000,        0.76000,0,        8.90000,       18.90000,        3.30000,        0.00000,        0.00000,        0.02000,        0.15000,        0.34000,        0.43000,        0.27000,        1.07000,        1.08000,        0.97000,        1.00000,       22.93000,       20.50000,        0.06000,        0.05000,0,       26.00000,0
HYB,G,       96.30700,       17.41700,       78.55300,      -19.54400,      169.28700,      139.40000,        6.60000,19950629122402.91016,      286.16600,      108.36400,SSSm,       10.70000,     4214.55000,        0.00000,        0.42000,0,       12.00000,       20.80000,        2.85000,        0.00000,        0.00000,        0.02000,        0.10000,        0.53000,        0.16000,        0.38000,        0.94000,        0.93000,        0.97000,        1.00000,       20.25000,       20.50000,       -0.07000,        0.60000,0,       23.20000,0
WDC,BK,       87.01900,       40.58000,     -122.54100,      -19.54400,      169.28700,      139.40000,        6.60000,19950629122402.91016,       45.08200,      241.29300,SSSm,        4.10000,     4298.43000,       74.66156,        0.54000,0,        5.10000,       12.10000,        1.85000,        0.00000,        0.00000,        0.04000,        0.17000,        0.37000,        0.20000,        0.15000,        0.73000,        0.73000,        0.95000,        0.99000,       15.96000,       20.50000,       -0.26000,        0.50000,0,       18.00000,0
PAS,CI,       87.18400,       34.14800,     -118.17100,      -19.54400,      169.28700,      139.40000,        6.60000,19950629122402.91016,       52.39000,      244.30900,SSSm,        2.30000,     4298.50000,        0.00000,        0.47000,0,        4.10000,       15.90000,        3.05000,        0.00000,        0.00000,        0.04000,        0.33000,        0.18000,        0.21000,        0.19000,        5.03000,        1.29000,        0.95000,        0.97000,       27.18000,       20.50000,        0.25000,        0.20000,0,       30.80000,0
TSK,PS,       61.88600,       36.21100,      140.11000,      -19.54400,      169.28700,      139.40000,        6.60000,19950629122402.91016,      333.46800,      148.59500,ScSScSScS,        2.10000,     2886.60000,        0.00000,        0.88000,0,        3.60000,       13.20000,        3.19000,        0.00000,        0.00000,        0.02000,        0.51000,        0.43000,        0.25000,        0.32000,        0.48000,        1.03000,        0.98000,        0.93000,       22.33000,       20.50000,        0.03000,        0.00000,0,       24.40000,0
BBB,CN,       89.66900,       52.18500,     -128.11300,      -19.54400,      169.28700,      139.40000,        6.60000,19950629122402.91016,       33.14300,      236.90300,ScSScSScSScS,        0.60000,     3884.56000,        0.00000,        0.71000,0,        2.00000,       11.60000,        3.69000,        0.00000,        0.00000,        0.11000,        0.11000,        0.40000,        0.27000,        0.21000,        0.07000,        1.03000,        0.98000,        0.96000,       21.91000,       20.50000,        0.01000,        0.15000,0,       24.40000,0
TYM,BO,       60.94900,       34.97400,      139.84500,      -19.54400,      169.28700,      139.40000,        6.60000,19950629122402.91016,      332.52000,      147.98800,ScSScSScSScS,        0.50000,     3792.88000,        0.00000,        0.88000,0,        1.50000,        8.30000,        2.09000,        0.00000,        0.00000,        0.07000,        0.13000,        0.20000,        0.13000,        0.20000,        0.71000,        0.72000,        0.94000,        0.98000,       15.54000,       20.50000,       -0.28000,        0.42000,0,       17.40000,0
SGN,BO,       61.79500,       35.51000,      138.94400,      -19.54400,      169.28700,      139.40000,        6.60000,19950629122402.91016,      332.13700,      147.28700,ScSScSScSScS,       -2.90000,     3795.12000,        0.00000,        0.88000,0,       -1.50000,        7.70000,        2.03000,        0.00000,        0.00000,        0.04000,        0.17000,        0.21000,        0.19000,        0.23000,        0.98000,        0.97000,        0.99000,        0.99000,       21.12000,       20.50000,       -0.03000,        0.50000,0,       23.60000,0
WUS,G,       66.22400,       41.19900,       79.21800,       -6.90300,      129.15100,      141.90000,        7.00000,19951225044323.16016,      320.83600,      123.80900,SSSm,        3.10000,     4481.16000,        0.00000,       -0.50000,0,        3.80000,       21.40000,        2.60000,        0.00000,        0.00000,        0.07000,        0.12000,        0.40000,        0.11000,        0.19000,       12.50000,        2.09000,        0.84000,        0.98000,       40.72000,       19.20000,        0.66000,        0.50000,0,       36.80000,0
ARU,II,       85.22200,       56.43000,       58.56200,       -6.90300,      129.15100,      141.90000,        7.00000,19951225044323.16016,      328.26800,      109.95800,SSSm,        0.50000,     4315.45000,        0.00000,       -0.48000,0,        2.10000,       15.50000,        1.95000,        0.00000,        0.00000,        0.03000,        0.22000,        0.14000,        0.18000,        0.51000,        5.19000,        1.29000,        0.95000,        0.99000,       30.81000,       19.20000,        0.25000,        0.44000,0,       34.60000,0
RES,CN,      107.74800,       74.68900,      -94.89600,       -6.90300,      129.15100,      141.90000,        7.00000,19951225044323.16016,       11.19500,      313.49500,ScSScSScS,       -3.30000,     3093.62000,        0.00003,       -0.39000,0,       -1.90000,       12.30000,        2.30000,        0.00000,        0.00000,        0.11000,        0.10000,        0.46000,        0.27000,        0.33000,        6.79000,        1.38000,        0.94000,        0.99000,       32.81000,       19.20000,        0.33000,        0.13000,0,       36.20000,0
OSI,TS,      112.04900,       34.61400,     -118.72400,       -6.90300,      129.15100,      141.90000,        7.00000,19951225044323.16016,       55.55100,      276.95600,ScSScSScS,       -3.80000,     3117.71000,        0.00001,       -0.28000,0,       -3.50000,       16.50000,        4.64000,        0.00000,        0.00000,        0.13000,        0.24000,        0.23000,        0.04000,        0.20000,       16.07000,        2.44000,        0.81000,        0.95000,       46.30000,       19.20000,        0.88000,        0.13000,0,       36.80000,0
INK,CN,       44.56900,       68.30600,     -133.52500,       45.26300,      148.54200,      124.20000,        6.30000,19960222145906.42969,       31.19700,      280.30800,ScSScSScS,        0.30000,     2835.08000,        0.00000,       -0.84000,0,        2.10000,       14.50000,        2.20000,        0.00000,        0.00000,        0.12000,        0.24000,        0.41000,        0.10000,        0.44000,        9.37000,        1.57000,        0.89000,        0.93000,       28.45000,       18.90000,        0.49000,        0.08000,0,       31.80000,0
TATO,IU,       29.79100,       24.97400,      121.49700,       45.26300,      148.54200,      124.20000,        6.30000,19960222145906.42969,      236.31700,       40.35100,ScSScSScS,        0.90000,     2803.59000,        0.00000,        0.95000,0,        2.10000,        9.90000,        1.71000,        0.00000,        0.00000,        0.08000,        0.14000,        0.12000,        0.16000,        0.12000,        0.95000,        0.94000,        0.98000,        0.97000,       18.04000,       18.90000,       -0.06000,        0.33000,0,       20.20000,0
TRRB,BL,      115.63500,      -22.15400,      -43.19600,      -24.06100,     -177.03600,      110.90000,        7.20000,19960416003054.05859,      132.08900,      226.94600,SSSSSm,       -1.00000,     4742.24000,        0.00000,        0.29000,0,        0.80000,       12.40000,        3.95000,        0.00000,        0.00000,        0.01000,        0.16000,        0.47000,        0.28000,        0.60000,        0.35000,        1.04000,        0.98000,        0.99000,       26.98000,       26.70000,        0.03000,        0.50000,0,       30.00000,0
TLY,II,      102.39300,       51.68100,      103.64400,      -24.06100,     -177.03600,      110.90000,        7.20000,19960416003054.05859,      321.20800,      113.29100,SSSSm,       -3.90000,     4604.91000,        0.00000,       -0.92000,0,       -2.50000,       11.70000,        2.10000,        0.00000,        0.00000,        0.03000,        0.10000,        0.54000,        0.12000,        0.34000,        5.14000,        1.28000,        0.96000,        1.00000,       32.67000,       26.70000,        0.24000,        0.47000,0,       36.20000,0
LSA,IC,      103.13800,       29.70300,       91.12700,      -24.06100,     -177.03600,      110.90000,        7.20000,19960416003054.05859,      296.75500,      110.47200,SSSm,        6.10000,     4152.95000,        0.00000,       -0.75000,0,        7.60000,       17.80000,        6.00000,        0.00000,        0.00000,        0.09000,        0.20000,        0.45000,        0.35000,        0.37000,        0.90000,        0.90000,        0.97000,        0.99000,       23.57000,       26.70000,       -0.10000,        0.15000,0,       26.20000,0
XAN,IC,       91.11900,       34.03100,      108.92400,      -24.06100,     -177.03600,      110.90000,        7.20000,19960416003054.05859,      306.98800,      118.60400,ScSScSScS,        5.50000,     3012.85000,        0.00001,       -0.80000,0,        7.40000,       20.20000,        5.59000,        0.00000,        0.00000,        0.04000,        0.13000,        0.11000,        0.22000,        0.20000,        2.59000,        1.16000,        0.95000,        0.99000,       29.57000,       26.70000,        0.12000,        0.92000,0,       32.80000,0
