STA,NET,DIST,STA_LAT,STA_LON,EQ_LAT,EQ_LON,EQ_DEP,EQ_MAG,ORIG_TIME,AZ,BAZ,PHASE,DT,PREM,AMP,POLARITY,POLARITY_COFLAG,ONSET,ENDSET,SNR_AVE,SNR_PEAK_TROUGH,SNR_PEAK,MISFIT_SIG,MISFIT_PRE,MISFIT_POST,MISFIT_PRE2T,MISFIT_POST2T,TSTAR_FACTOR,STRETCH_FACTOR,CCC_SEW,CCC_GEW,RECORD_GAU,EW_GAU,GAU_MISFIT,WEIGHT,TRAFFIC_IN_NOISE,ONE_PERIOD,PERIOD_FLAG
O16K,TA,       84.28900,       59.59000,     -158.09000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       10.41500,      199.07900,ScSScSScS,        5.50000,     2917.52000,        0.00000,        0.96000,0,        7.10000,       17.50000,        3.51000,        0.00000,        0.00000,        0.04000,        0.21000,        0.82000,        0.26000,        0.30000,        4.74000,        1.32000,        0.94000,        0.99000,       24.20000,       18.00000,        0.31000,        0.19000,0,       27.00000,0
BUCK,UO,       84.32600,       44.20000,     -122.99000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       36.72400,      229.86800,ScSScSScS,       12.40000,     2917.43000,        0.00000,        0.92000,0,       14.10000,       25.30000,        3.42000,        0.00000,        0.00000,        0.04000,        0.17000,        0.42000,        0.28000,        0.22000,        6.07000,        1.44000,        0.89000,        0.99000,       26.02000,       18.00000,        0.41000,        0.43000,0,       29.00000,0
NATH,UO,       84.38600,       43.79000,     -122.41000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       37.30200,      230.32200,ScSScSScS,        8.30000,     2917.76000,        0.00000,        0.91000,0,        9.40000,       25.00000,        3.37000,        0.00000,        0.00000,        0.10000,        0.23000,        0.52000,        0.21000,        0.54000,       12.16000,        1.99000,        0.81000,        0.96000,       36.09000,       18.00000,        0.95000,        0.23000,0,       36.80000,0
Q20K,TA,       84.45900,       58.61000,     -152.39000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       13.52700,      204.26600,ScSScSScS,        7.30000,     2918.37000,        0.00000,        0.96000,0,        8.70000,       18.50000,        2.35000,        0.00000,        0.00000,        0.04000,        0.09000,        0.68000,        0.14000,        0.20000,        3.30000,        1.22000,        0.95000,        0.99000,       22.38000,       18.00000,        0.21000,        0.35000,0,       25.60000,0
Q19K,TA,       84.49000,       58.93000,     -153.64000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       12.79800,      203.12900,ScSScSScS,        7.70000,     2918.45000,        0.00000,        0.96000,0,        8.90000,       17.10000,        7.92000,        0.00000,        0.00000,        0.10000,        0.19000,        0.70000,        0.10000,        0.33000,        0.04000,        1.00000,        0.97000,        0.98000,       18.73000,       18.00000,        0.01000,        0.33000,0,       21.00000,0
HEBO,UW,       84.56800,       45.21000,     -123.76000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       35.58900,      229.21800,ScSScSScS,       12.50000,     2918.60000,        0.00000,        0.92000,0,       13.80000,       22.40000,        5.00000,        0.00000,        0.00000,        0.04000,        0.14000,        0.20000,        0.12000,        0.46000,        1.08000,        1.06000,        0.96000,        0.99000,       19.83000,       18.00000,        0.07000,        1.00000,0,       23.20000,0
MINN,UO,       84.83000,       45.21000,     -123.26000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       35.81800,      229.58700,ScSScSScS,       11.50000,     2919.83000,        0.00000,        0.92000,0,       13.10000,       23.10000,        3.67000,        0.00000,        0.00000,        0.04000,        0.10000,        0.47000,        0.08000,        0.19000,        4.00000,        1.26000,        0.96000,        0.99000,       23.25000,       18.00000,        0.26000,        0.78000,0,       26.00000,0
N16K,TA,       85.01600,       60.47000,     -158.77000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,        9.80700,      198.43700,ScSScSScS,       10.10000,     2920.92000,        0.00000,        0.95000,0,       11.30000,       19.70000,        4.73000,        0.00000,        0.00000,        0.11000,        0.11000,        0.69000,        0.07000,        0.44000,        0.53000,        1.06000,        0.97000,        0.99000,       19.25000,       18.00000,        0.04000,        0.25000,0,       21.40000,0
BLOW,UW,       85.07700,       44.68000,     -122.19000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       36.71700,      230.42500,ScSScSScS,       12.80000,     2920.92000,        0.00000,        0.92000,0,       14.30000,       24.50000,        2.70000,        0.00000,        0.00000,        0.04000,        0.16000,        0.66000,        0.26000,        0.18000,        4.14000,        1.28000,        0.89000,        0.99000,       23.43000,       18.00000,        0.27000,        0.29000,0,       26.20000,0
FISH,UW,       85.14000,       45.93000,     -123.56000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       35.13400,      229.31700,ScSScSScS,       10.90000,     2921.18000,        0.00000,        0.92000,0,       12.60000,       23.80000,        2.41000,        0.00000,        0.00000,        0.14000,        0.13000,        0.50000,        0.15000,        0.22000,        5.99000,        1.42000,        0.96000,        0.98000,       25.89000,       18.00000,        0.40000,        0.05000,0,       29.00000,0
P19K,TA,       85.24000,       59.65000,     -153.23000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       12.70500,      203.47500,ScSScSScS,        7.40000,     2921.87000,        0.00000,        0.96000,0,        8.60000,       16.80000,        4.04000,        0.00000,        0.00000,        0.02000,        0.13000,        0.65000,        0.13000,        0.32000,        0.17000,        1.02000,        0.98000,        0.99000,       18.86000,       18.00000,        0.02000,        0.59000,0,       21.00000,0
LCCR,UW,       85.25100,       45.21000,     -122.48000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       36.18100,      230.17400,ScSScSScS,       14.00000,     2921.76000,        0.00000,        0.92000,0,       15.10000,       22.70000,        3.22000,        0.00000,        0.00000,        0.04000,        0.14000,        0.23000,        0.07000,        0.45000,        0.94000,        0.93000,        0.92000,        0.99000,       17.35000,       18.00000,       -0.06000,        0.70000,0,       20.20000,0
FHAC,UO,       85.32800,       44.34000,     -121.34000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       37.37000,      231.07100,ScSScSScS,       13.40000,     2922.09000,        0.00000,        0.91000,0,       14.80000,       23.80000,        2.35000,        0.00000,        0.00000,        0.03000,        0.20000,        0.67000,        0.24000,        0.30000,        1.92000,        1.14000,        0.88000,        0.96000,       20.75000,       18.00000,        0.12000,        0.25000,0,        1.20000,1
RAIN,UO,       85.53000,       46.08000,     -123.01000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       35.26700,      229.72100,ScSScSScS,       11.20000,     2923.04000,        0.00000,        0.92000,0,       12.80000,       23.80000,        3.26000,        0.00000,        0.00000,        0.06000,        0.21000,        0.35000,        0.10000,        0.17000,        5.57000,        1.43000,        0.95000,        0.97000,       25.30000,       18.00000,        0.37000,        0.57000,0,       28.00000,0
LEBA,UW,       85.54000,       46.55000,     -123.56000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       34.66400,      229.27600,ScSScSScS,       10.90000,     2923.05000,        0.00000,        0.93000,0,       12.60000,       23.60000,        2.28000,        0.00000,        0.00000,        0.05000,        0.17000,        0.60000,        0.21000,        0.10000,        5.72000,        1.42000,        0.96000,        0.98000,       25.52000,       18.00000,        0.38000,        0.41000,0,       28.60000,0
O20K,TA,       85.75800,       60.08000,     -152.62000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       12.81300,      204.00800,ScSScSScS,        5.10000,     2924.33000,        0.00000,        0.96000,0,        6.50000,       15.90000,        4.61000,        0.00000,        0.00000,        0.04000,        0.16000,        0.55000,        0.12000,        0.28000,        2.79000,        1.19000,        0.97000,        0.98000,       21.75000,       18.00000,        0.18000,        0.85000,0,       24.00000,0
BRLK,AK,       85.82000,       59.75000,     -150.91000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       13.74000,      205.56000,ScSScSScS,        8.40000,     2924.61000,        0.00000,        0.96000,0,        9.60000,       17.60000,        2.72000,        0.00000,        0.00000,        0.10000,        0.16000,        0.76000,        0.23000,        0.31000,        1.00000,        0.99000,        0.98000,        0.99000,       18.45000,       18.00000,       -0.00000,        0.14000,0,       20.60000,0
BRSE,AK,       85.84700,       59.74000,     -150.74000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       13.82000,      205.70800,ScSScSScS,        8.60000,     2924.66000,        0.00000,        0.96000,0,        9.90000,       18.50000,        3.18000,        0.00000,        0.00000,        0.04000,        0.06000,        0.64000,        0.17000,        0.27000,        1.13000,        1.09000,        0.97000,        0.99000,       19.89000,       18.00000,        0.08000,        0.51000,0,       23.20000,0
JESE,UO,       85.90900,       45.24000,     -121.32000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       36.67600,      231.03400,ScSScSScS,       10.50000,     2924.76000,        0.00000,        0.92000,0,       12.30000,       23.90000,        4.30000,        0.00000,        0.00000,        0.11000,        0.11000,        0.74000,        0.15000,        0.23000,        6.74000,        1.49000,        0.91000,        0.95000,       26.96000,       18.00000,        0.46000,        0.06000,0,       30.00000,0
IZEE,UW,       86.20600,       44.08000,     -119.50000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       38.39200,      232.42200,ScSScSScS,       12.30000,     2926.14000,        0.00000,        0.90000,0,       14.10000,       25.70000,        2.19000,        0.00000,        0.00000,        0.11000,        0.17000,        0.81000,        0.18000,        0.33000,        6.69000,        1.46000,        0.93000,        0.96000,       26.89000,       18.00000,        0.45000,        0.06000,0,       30.00000,0
RDDF,AV,       86.21200,       60.59000,     -152.69000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       12.57500,      203.93600,ScSScSScS,        4.50000,     2926.36000,        0.00000,        0.96000,0,        6.10000,       16.70000,        2.84000,        0.00000,        0.00000,        0.04000,        0.08000,        0.07000,        0.16000,        0.16000,        4.94000,        1.38000,        0.94000,        0.99000,       24.46000,       18.00000,        0.32000,        0.64000,0,       27.40000,0
KENT,UW,       86.28100,       45.24000,     -120.64000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       36.98300,      231.53800,ScSScSScS,       12.50000,     2926.50000,        0.00000,        0.91000,0,       13.90000,       23.10000,        2.97000,        0.00000,        0.00000,        0.02000,        0.15000,        0.67000,        0.25000,        0.24000,        2.24000,        1.16000,        0.94000,        0.98000,       21.12000,       18.00000,        0.14000,        0.32000,0,       23.60000,0
SWD,AK,       86.46100,       60.10000,     -149.45000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       14.24200,      206.85000,ScSScSScS,        5.90000,     2927.57000,        0.00000,        0.96000,0,        7.40000,       17.00000,        3.58000,        0.00000,        0.00000,        0.03000,        0.08000,        0.70000,        0.22000,        0.29000,        3.22000,        1.22000,        0.96000,        0.99000,       22.28000,       18.00000,        0.20000,        0.40000,0,       24.40000,0
GNW,UW,       86.58500,       47.56000,     -122.82000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       34.21500,      229.78400,ScSScSScS,       14.00000,     2927.88000,        0.00000,        0.93000,0,       15.10000,       22.90000,        2.39000,        0.00000,        0.00000,        0.03000,        0.03000,        0.48000,        0.09000,        0.31000,        0.96000,        0.95000,        0.91000,        1.00000,       17.72000,       18.00000,       -0.04000,        0.19000,0,       20.20000,0
LL04,C1,       86.59400,      -40.91000,      -72.41000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,      133.24900,      242.11000,ScSScSScS,       12.80000,     2925.94000,        0.00000,       -0.47000,0,       14.30000,       24.30000,        2.81000,        0.00000,        0.00000,        0.02000,        0.07000,        0.07000,        0.11000,        0.34000,        3.82000,        1.26000,        0.89000,        1.00000,       23.02000,       18.00000,        0.24000,        0.25000,0,       26.00000,0
OBSR,CC,       86.68800,       46.90000,     -121.82000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       35.16800,      230.57900,ScSScSScS,       12.80000,     2928.33000,        0.00000,        0.92000,0,       14.00000,       22.20000,        3.87000,        0.00000,        0.00000,        0.09000,        0.17000,        0.32000,        0.20000,        0.20000,        0.22000,        1.02000,        0.96000,        1.00000,       18.91000,       18.00000,        0.02000,        0.47000,0,       21.00000,0
O22K,TA,       86.73800,       60.48000,     -149.72000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       13.95000,      206.59700,ScSScSScS,        6.50000,     2928.87000,        0.00000,        0.96000,0,        7.90000,       17.30000,        3.89000,        0.00000,        0.00000,        0.03000,        0.13000,        0.72000,        0.17000,        0.19000,        2.57000,        1.16000,        0.96000,        1.00000,       21.52000,       18.00000,        0.16000,        0.45000,0,       24.20000,0
STOR,UW,       86.77900,       47.19000,     -121.99000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       34.87000,      230.43500,ScSScSScS,       12.00000,     2928.86000,        0.00000,        0.93000,0,       13.30000,       22.50000,        2.72000,        0.00000,        0.00000,        0.02000,        0.05000,        0.43000,        0.21000,        0.21000,        2.19000,        1.15000,        0.96000,        1.00000,       21.06000,       18.00000,        0.14000,        0.59000,0,       23.60000,0
RATT,UW,       87.02800,       47.43000,     -121.80000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       34.76700,      230.56600,ScSScSScS,        9.90000,     2929.96000,        0.00000,        0.93000,0,       11.50000,       22.30000,        3.80000,        0.00000,        0.00000,        0.02000,        0.05000,        0.57000,        0.13000,        0.18000,        5.31000,        1.36000,        0.93000,        1.00000,       24.95000,       18.00000,        0.35000,        0.68000,0,       27.60000,0
PHIN,UW,       87.07900,       45.90000,     -119.93000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       36.77200,      232.02900,ScSScSScS,       13.30000,     2930.23000,        0.00000,        0.92000,0,       14.80000,       25.00000,        2.33000,        0.00000,        0.00000,        0.02000,        0.08000,        0.83000,        0.10000,        0.11000,        4.24000,        1.28000,        0.86000,        1.00000,       23.55000,       18.00000,        0.27000,        0.19000,0,       26.20000,0
BBB,CN,       87.17400,       52.18500,     -128.11300,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       28.48700,      225.43500,ScSScSScS,        9.30000,     2930.78000,        0.00000,        0.95000,0,       10.80000,       20.60000,        4.43000,        0.00000,        0.00000,        0.04000,        0.09000,        0.37000,        0.11000,        0.20000,        3.57000,        1.26000,        0.95000,        0.98000,       22.70000,       18.00000,        0.23000,        0.91000,0,       25.60000,0
MA02,X4,       87.20300,       47.72000,     -121.83000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       34.52600,      230.53500,ScSScSScS,       12.40000,     2930.83000,        0.00000,        0.93000,0,       13.60000,       21.60000,        3.69000,        0.00000,        0.00000,        0.10000,        0.22000,        0.60000,        0.30000,        0.21000,        0.99000,        0.98000,        0.97000,        0.99000,       18.26000,       18.00000,       -0.01000,        0.15000,0,       20.60000,0
FIRE,AK,       87.22500,       61.14000,     -150.22000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       13.43800,      206.14100,ScSScSScS,        8.50000,     2931.14000,        0.00000,        0.96000,0,        9.80000,       18.20000,        2.55000,        0.00000,        0.00000,        0.03000,        0.14000,        0.38000,        0.34000,        0.43000,        0.61000,        1.02000,        0.97000,        1.00000,       19.32000,       18.00000,        0.04000,        0.17000,0,       21.60000,0
MA08,X4,       87.24200,       47.78000,     -121.82000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       34.48600,      230.53800,ScSScSScS,       10.10000,     2931.03000,        0.00000,        0.93000,0,       11.60000,       21.40000,        2.15000,        0.00000,        0.00000,        0.11000,        0.21000,        1.01000,        0.21000,        0.57000,        3.64000,        1.26000,        0.94000,        0.98000,       22.79000,       18.00000,        0.23000,        0.05000,0,       25.60000,0
UMAT,UW,       87.24900,       45.29000,     -118.96000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       37.66700,      232.76200,ScSScSScS,       11.90000,     2930.93000,        0.00000,        0.91000,0,       13.60000,       24.80000,        5.12000,        0.00000,        0.00000,        0.03000,        0.10000,        0.77000,        0.18000,        0.28000,        5.89000,        1.42000,        0.92000,        1.00000,       25.75000,       18.00000,        0.39000,        0.45000,0,       29.00000,0
MA07,X4,       87.28900,       47.87000,     -121.85000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       34.40400,      230.51700,ScSScSScS,       12.00000,     2931.23000,        0.00000,        0.93000,0,       13.30000,       22.50000,        2.46000,        0.00000,        0.00000,        0.11000,        0.10000,        0.23000,        0.28000,        0.10000,        2.18000,        1.17000,        0.95000,        0.98000,       21.05000,       18.00000,        0.14000,        0.13000,0,       23.60000,0
L20K,TA,       87.72500,       62.48000,     -153.88000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       11.29800,      202.82200,ScSScSScS,        2.70000,     2933.44000,        0.00000,        0.96000,0,        4.50000,       16.90000,        3.55000,        0.00000,        0.00000,        0.11000,        0.13000,        1.06000,        0.09000,        0.39000,        7.79000,        1.58000,        0.89000,        0.95000,       28.54000,       18.00000,        0.54000,        0.05000,0,       32.40000,0
PMR,AT,       87.86300,       61.59000,     -149.13000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       13.70400,      207.10400,ScSScSScS,        5.00000,     2934.06000,        0.00000,        0.96000,0,        6.40000,       16.00000,        3.78000,        0.00000,        0.00000,        0.04000,        0.07000,        0.69000,        0.18000,        0.45000,        2.92000,        1.21000,        0.96000,        0.99000,       21.90000,       18.00000,        0.18000,        0.49000,0,       24.40000,0
MRBL,UW,       87.88700,       48.52000,     -121.48000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       34.05600,      230.77000,ScSScSScS,       11.80000,     2934.07000,        0.00000,        0.93000,0,       13.00000,       21.40000,        3.69000,        0.00000,        0.00000,        0.11000,        0.07000,        0.46000,        0.10000,        0.43000,        0.56000,        1.06000,        0.97000,        0.98000,       19.27000,       18.00000,        0.04000,        0.33000,0,       21.40000,0
DDRF,UW,       87.92100,       46.49000,     -119.06000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       36.66800,      232.64900,ScSScSScS,       12.70000,     2934.10000,        0.00000,        0.92000,0,       14.00000,       22.60000,        3.40000,        0.00000,        0.00000,        0.10000,        0.15000,        0.56000,        0.13000,        0.53000,        0.95000,        1.08000,        0.95000,        0.99000,       19.70000,       18.00000,        0.06000,        0.06000,0,       23.20000,0
JRQG,MG,       87.95000,       20.70000,     -100.45000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       66.56700,      244.33400,ScSScSScS,       18.00000,     2933.67000,        0.00000,        0.61000,0,       19.60000,       30.00000,        2.98000,        0.00000,        0.00000,        0.03000,        0.22000,        0.21000,        0.15000,        0.47000,        4.72000,        1.29000,        0.97000,        0.99000,       24.17000,       18.00000,        0.31000,        0.16000,0,       27.00000,0
SIT,AT,       87.95100,       57.06000,     -135.32000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       22.09800,      219.28900,ScSScSScS,        4.70000,     2934.44000,        0.00000,        0.97000,0,        6.50000,       18.70000,        2.52000,        0.00000,        0.00000,        0.03000,        0.20000,        0.56000,        0.11000,        0.20000,        7.49000,        1.55000,        0.91000,        1.00000,       28.07000,       18.00000,        0.52000,        0.51000,0,       31.00000,0
MFID,IW,       87.96000,       43.42000,     -115.83000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       40.50700,      235.06400,ScSScSScS,       12.50000,     2934.32000,        0.00000,        0.89000,0,       14.00000,       27.80000,        3.68000,        0.00000,        0.00000,        0.14000,        0.12000,        0.99000,        0.17000,        0.76000,        9.97000,        1.76000,        0.93000,        0.91000,       32.10000,       18.00000,        0.73000,        0.05000,0,       35.20000,0
SHUK,UW,       88.00000,       48.85000,     -121.68000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       33.71600,      230.61400,ScSScSScS,        8.70000,     2934.51000,        0.00001,        0.93000,0,        9.90000,       25.10000,        4.72000,        0.00000,        0.00000,        0.12000,        0.17000,        0.20000,        0.27000,        0.09000,       11.75000,        1.97000,        0.84000,        0.94000,       35.28000,       18.00000,        0.91000,        0.13000,0,       36.80000,0
ANM,AK,       88.15800,       64.56000,     -165.37000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,        5.76000,      192.34000,ScSScSScS,        3.80000,     2935.55000,        0.00000,        0.94000,0,        5.60000,       17.00000,        2.91000,        0.00000,        0.00000,        0.10000,        0.09000,        0.56000,        0.15000,        0.38000,        6.44000,        1.47000,        0.92000,        0.97000,       26.54000,       18.00000,        0.43000,        0.25000,0,       29.20000,0
CYK,AK,       88.18300,       60.08000,     -142.49000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       17.27900,      213.02100,ScSScSScS,        5.50000,     2935.55000,        0.00000,        0.97000,0,        7.00000,       16.80000,        3.04000,        0.00000,        0.00000,        0.03000,        0.20000,        0.53000,        0.15000,        0.23000,        3.44000,        1.24000,        0.96000,        0.99000,       22.55000,       18.00000,        0.22000,        0.52000,0,       25.60000,0
SAW,AK,       88.23000,       61.81000,     -148.33000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       13.94300,      207.81500,ScSScSScS,        6.00000,     2935.89000,        0.00000,        0.96000,0,        7.40000,       17.00000,        4.51000,        0.00000,        0.00000,        0.02000,        0.10000,        0.59000,        0.10000,        0.37000,        3.09000,        1.20000,        0.96000,        0.99000,       22.12000,       18.00000,        0.20000,        0.75000,0,       24.40000,0
K20K,TA,       88.50400,       63.36000,     -154.07000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       10.87700,      202.63900,ScSScSScS,        5.30000,     2937.20000,        0.00000,        0.96000,0,        6.70000,       15.70000,        3.49000,        0.00000,        0.00000,        0.01000,        0.06000,        0.37000,        0.21000,        0.26000,        1.96000,        1.12000,        0.97000,        1.00000,       20.79000,       18.00000,        0.12000,        0.70000,0,        1.20000,1
KLU,AK,       88.50900,       61.49000,     -145.92000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       15.10200,      209.96400,ScSScSScS,        7.10000,     2937.18000,        0.00000,        0.97000,0,        8.40000,       17.00000,        4.41000,        0.00000,        0.00000,        0.10000,        0.14000,        0.79000,        0.09000,        0.42000,        1.24000,        1.08000,        0.97000,        0.99000,       20.02000,       18.00000,        0.08000,        0.17000,0,       23.20000,0
WRAK,US,       88.53200,       56.42000,     -132.35000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       23.76200,      221.82500,ScSScSScS,        8.40000,     2937.22000,        0.00000,        0.96000,0,        9.90000,       20.10000,        3.23000,        0.00000,        0.00000,        0.03000,        0.05000,        0.62000,        0.11000,        0.29000,        4.20000,        1.29000,        0.94000,        1.00000,       23.50000,       18.00000,        0.27000,        0.53000,0,       26.80000,0
PLID,IW,       88.81800,       45.09000,     -116.00000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       39.06600,      234.90300,ScSScSScS,       14.10000,     2938.33000,        0.00000,        0.90000,0,       15.30000,       23.50000,        2.36000,        0.00000,        0.00000,        0.10000,        0.24000,        0.56000,        0.11000,        0.75000,        0.16000,        1.03000,        0.90000,        1.00000,       18.85000,       18.00000,        0.02000,        0.18000,0,       21.00000,0
VRDI,AK,       88.89500,       61.23000,     -143.45000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       16.25800,      212.15300,ScSScSScS,        5.50000,     2938.95000,        0.00000,        0.97000,0,        7.10000,       17.90000,        5.20000,        0.00000,        0.00000,        0.04000,        0.13000,        0.87000,        0.19000,        0.13000,        5.29000,        1.38000,        0.93000,        0.98000,       24.93000,       18.00000,        0.35000,        0.26000,0,       27.60000,0
GLB,AK,       88.98600,       61.44000,     -143.81000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       15.99800,      211.83500,ScSScSScS,        6.50000,     2939.44000,        0.00000,        0.97000,0,        7.90000,       17.50000,        6.98000,        0.00000,        0.00000,        0.02000,        0.10000,        0.67000,        0.08000,        0.27000,        3.04000,        1.19000,        0.96000,        0.99000,       22.05000,       18.00000,        0.19000,        0.65000,0,       24.40000,0
LLLB,CN,       89.01600,       50.61000,     -121.88000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       32.27400,      230.42100,ScSScSScS,        9.80000,     2939.43000,        0.00000,        0.94000,0,       11.00000,       19.40000,        4.39000,        0.00000,        0.00000,        0.10000,        0.19000,        0.43000,        0.27000,        0.31000,        0.49000,        1.03000,        0.97000,        1.00000,       19.20000,       18.00000,        0.04000,        0.30000,0,       21.40000,0
BAL,AK,       89.02300,       61.04000,     -142.35000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       16.81500,      213.13300,ScSScSScS,        6.50000,     2939.55000,        0.00000,        0.97000,0,        7.80000,       16.80000,        3.57000,        0.00000,        0.00000,        0.11000,        0.14000,        0.59000,        0.14000,        0.25000,        1.91000,        1.14000,        0.97000,        0.99000,       20.73000,       18.00000,        0.12000,        0.27000,0,        1.20000,1
MCAR,AK,       89.13800,       61.38000,     -143.02000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       16.35000,      212.53200,ScSScSScS,        6.80000,     2940.16000,        0.00000,        0.97000,0,        8.30000,       17.70000,        3.13000,        0.00000,        0.00000,        0.10000,        0.07000,        0.54000,        0.11000,        0.25000,        2.91000,        1.20000,        0.96000,        0.99000,       21.89000,       18.00000,        0.18000,        0.08000,0,       24.00000,0
JIS,AK,       89.21400,       58.28000,     -134.38000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       21.70700,      220.07200,ScSScSScS,        5.90000,     2940.51000,        0.00000,        0.97000,0,        7.60000,       19.20000,        3.22000,        0.00000,        0.00000,        0.03000,        0.15000,        0.39000,        0.12000,        0.26000,        6.52000,        1.45000,        0.92000,        0.99000,       26.65000,       18.00000,        0.44000,        0.70000,0,       30.00000,0
BARN,AK,       89.22600,       61.06000,     -141.66000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       17.08000,      213.73400,ScSScSScS,        5.10000,     2940.59000,        0.00000,        0.97000,0,        6.80000,       18.00000,        5.00000,        0.00000,        0.00000,        0.06000,        0.07000,        0.64000,        0.16000,        0.21000,        5.98000,        1.43000,        0.92000,        0.98000,       25.88000,       18.00000,        0.40000,        0.65000,0,       29.00000,0
BESE,AK,       89.28900,       58.58000,     -134.86000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       21.32100,      219.66600,ScSScSScS,        7.20000,     2940.84000,        0.00000,        0.97000,0,        8.70000,       18.10000,        3.44000,        0.00000,        0.00000,        0.03000,        0.05000,        0.28000,        0.25000,        0.21000,        2.91000,        1.20000,        0.96000,        1.00000,       21.89000,       18.00000,        0.18000,        0.54000,0,       24.20000,0
WACK,AV,       89.32200,       61.99000,     -144.33000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       15.50200,      211.37200,ScSScSScS,        6.20000,     2940.99000,        0.00000,        0.97000,0,        7.80000,       18.60000,        3.52000,        0.00000,        0.00000,        0.03000,        0.06000,        0.72000,        0.18000,        0.22000,        5.29000,        1.37000,        0.93000,        1.00000,       24.93000,       18.00000,        0.35000,        0.42000,0,       27.60000,0
